;dataset;featureset;imputation;dim_reduction;init_train_len;test_len;split_perc;kernel;alpha;n_restarts_optimizer;standardize;normalize_y;one_step_ahead;optimized_kernel;RMSE_Train_RW;RMSE_Test_RW;RMSE_Train_seasRW;RMSE_Test_seasRW;RMSE_Train_HA;RMSE_Test_HA;RMSE_Train;RMSE_Test;shuf_cv_rmse_mean;shuf_cv_rmse_std;shuf_cv_rmse_0;shuf_cv_rmse_1;shuf_cv_rmse_2;shuf_cv_rmse_3;shuf_cv_rmse_4
459;GeneralCashierData_weekly;full;mean;None;;;0,8;31.6**2 * Matern(length_scale=1, nu=1.5) + ExpSineSquared(length_scale=1, periodicity=52);1,00E-05;10;True;True;False;1.07**2 * Matern(length_scale=9.5, nu=1.5) + ExpSineSquared(length_scale=1.59, periodicity=62);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;0,0258372919;1295,6703291989;446,7355668042;35,8329018629;413,3743305871;489,053077325;403,2807717988;442,4097997154;485,5598545949
374;GeneralCashierData_weekly;full;mean;None;;;0,8;Matern(length_scale=1, nu=1.5) + RBF(length_scale=1) * RationalQuadratic(alpha=1, length_scale=1);0,001;5;True;True;False;Matern(length_scale=8.88, nu=1.5) + RBF(length_scale=15.3) * RationalQuadratic(alpha=1.61e-05, length_scale=5e+04);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;2,5493279658;1279,4376363226;446,7091470037;38,8094152996;410,2589131032;489,5359978224;399,4205262377;442,4539700214;491,8763278338
628;GeneralCashierData_weekly;full;mean;None;;;0,8;31.6**2 + Matern(length_scale=1, nu=1.5) + ExpSineSquared(length_scale=1, periodicity=52);0,001;0;True;True;False;0.00507**2 + Matern(length_scale=8.64, nu=1.5) + ExpSineSquared(length_scale=1e+05, periodicity=61.8);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;2,5417090881;1351,4313567121;446,7043734883;37,3100269148;410,7687492023;489,3172397768;401,8722433689;442,1688185722;489,3948165211
391;GeneralCashierData_weekly;full;mean;None;;;0,8;Matern(length_scale=1, nu=1.5) + RationalQuadratic(alpha=1, length_scale=1);1,00E-05;10;True;True;False;Matern(length_scale=8.84, nu=1.5) + RationalQuadratic(alpha=1e+05, length_scale=15.3);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;0,0255431976;1279,8204798243;446,8713088784;38,9653870923;410,178979602;490,7846065819;399,3216611892;442,1094370799;491,961859939
832;GeneralCashierData_weekly;full;mean;None;;;0,8;Matern(length_scale=1, nu=1.5) * RBF(length_scale=1) + ExpSineSquared(length_scale=1, periodicity=52);1,00E-05;5;True;True;False;Matern(length_scale=72.9, nu=1.5) * RBF(length_scale=963) + ExpSineSquared(length_scale=0.579, periodicity=61.9);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;0,0303119462;1422,2853111642;446,9913494463;37,2915562631;410,8227662396;489,1667634753;401,7721822618;443,6541946272;489,5408406275
115;GeneralCashierData_weekly;full;mean;None;;;0,8;Matern(length_scale=1, nu=1.5) + ExpSineSquared(length_scale=1, periodicity=52) + RBF(length_scale=1);0,001;10;True;True;False;Matern(length_scale=8.64, nu=1.5) + ExpSineSquared(length_scale=120, periodicity=41.3) + RBF(length_scale=5e+04);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;2,5426006208;1346,945687011;447,5463244961;37,7222992364;407,7819678167;486,0942324735;405,3560046541;443,5046397187;494,9947778178
424;GeneralCashierData_weekly;full;mean;None;;;0,8;ExpSineSquared(length_scale=1, periodicity=52) + RBF(length_scale=1);0,001;5;True;True;False;ExpSineSquared(length_scale=0.892, periodicity=41) + RBF(length_scale=15.7);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;2,8693413027;1324,7013757317;447,665613044;36,060307114;414,8609637888;480,9103824143;403,2312012768;443,4120136954;495,9135040447
140;GeneralCashierData_weekly;full;mean;None;;;0,8;31.6**2 + ExpSineSquared(length_scale=1, periodicity=52) + RBF(length_scale=1);0,001;10;True;True;False;0.00316**2 + ExpSineSquared(length_scale=1.52, periodicity=62) + RBF(length_scale=5.69);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;2,9526896903;1381,6171225469;449,2401717037;34,210059796;414,8569784382;480,9103273118;411,1077701547;443,412336827;495,9134457865
561;GeneralCashierData_weekly;full;mean;None;;;0,8;Matern(length_scale=1, nu=1.5) + ExpSineSquared(length_scale=1, periodicity=52) + RBF(length_scale=1);1,00E-05;0;True;True;False;Matern(length_scale=8.86, nu=1.5) + ExpSineSquared(length_scale=2.3, periodicity=62) + RBF(length_scale=18.3);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;0,0255593158;1255,1518217304;449,2436453699;34,2115937305;420,0190233757;485,8959608138;405,8656386915;443,4824269897;490,9551769791
514;GeneralCashierData_weekly;full;mean;None;;;0,8;ExpSineSquared(length_scale=1, periodicity=52) + RationalQuadratic(alpha=1, length_scale=1);1,00E-05;10;True;True;False;ExpSineSquared(length_scale=1.12, periodicity=62) + RationalQuadratic(alpha=0.305, length_scale=6.13);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;0,025139974;1297,0219681226;449,8469739636;41,7826201799;412,1224769676;497,207534755;398,2371159789;443,2812013789;498,3865407375
388;GeneralCashierData_weekly;full;mean;None;;;0,8;ExpSineSquared(length_scale=1, periodicity=52) + RBF(length_scale=1) * RationalQuadratic(alpha=1, length_scale=1);0,001;5;True;True;False;ExpSineSquared(length_scale=1.12, periodicity=62) + RBF(length_scale=1.41e+03) * RationalQuadratic(alpha=0.311, length_scale=6.17);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;2,5133561283;1296,8807309606;450,6575722459;41,6030148608;412,0800063303;497,1110392205;398,2707787649;447,6849077637;498,1411291503
803;GeneralCashierData_weekly;full;mean;None;;;0,8;RBF(length_scale=1) + RationalQuadratic(alpha=1, length_scale=1);0,001;10;True;True;False;RBF(length_scale=12.3) + RationalQuadratic(alpha=0.366, length_scale=6);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;2,511350253;1273,372808647;450,9006230085;43,1253428303;411,993239569;500,7005110677;397,1307437992;445,0013504461;499,6772701605
549;GeneralCashierData_weekly;full;mean;None;;;0,8;ExpSineSquared(length_scale=1, periodicity=52) * RationalQuadratic(alpha=1, length_scale=1) + RBF(length_scale=1);1,00E-05;0;True;True;False;ExpSineSquared(length_scale=0.887, periodicity=41) * RationalQuadratic(alpha=3.67e-05, length_scale=3.47e+04) + RBF(length_scale=15.7);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;0,0287901234;1325,3222927124;451,3583604533;31,5315603332;423,8747179979;480,9588429037;413,7493715745;443,6547299791;494,5541398115
328;GeneralCashierData_weekly;full;mean;None;;;0,8;Matern(length_scale=1, nu=1.5) + RationalQuadratic(alpha=1, length_scale=1);0,001;5;True;True;False;Matern(length_scale=8.88, nu=1.5) + RationalQuadratic(alpha=1e+05, length_scale=15.3);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;2,5493371102;1279,4379253654;452,0283591039;47,2128320145;410,1250191033;490,6677284194;396,5788299268;442,0272702294;520,7429478404
41;GeneralCashierData_weekly;full;mean;None;;;0,8;Matern(length_scale=1, nu=1.5) + ExpSineSquared(length_scale=1, periodicity=52) * RBF(length_scale=1);0,001;5;True;True;False;Matern(length_scale=8.88, nu=1.5) + ExpSineSquared(length_scale=2.11e+03, periodicity=62) * RBF(length_scale=15.3);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;2,5493612142;1279,4387592594;452,0725141922;46,6856567193;410,7687101836;489,3173061734;397,3732431191;442,1687345879;520,7345768969
730;GeneralCashierData_weekly;full;mean;None;;;0,8;Matern(length_scale=1, nu=1.5) + RationalQuadratic(alpha=1, length_scale=1);1,00E-05;5;True;True;False;Matern(length_scale=15.1, nu=1.5) + RationalQuadratic(alpha=0.347, length_scale=6.76);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;0,0255178748;1290,6383535331;452,1003385059;47,2526486939;410,178979602;490,7846065819;396,5738361106;442,1094370799;520,8548331552
524;GeneralCashierData_weekly;full;mean;None;;;0,8;ExpSineSquared(length_scale=1, periodicity=52) + RBF(length_scale=1) + RationalQuadratic(alpha=1, length_scale=1);0,001;10;True;True;False;ExpSineSquared(length_scale=93.7, periodicity=47.1) + RBF(length_scale=12.2) + RationalQuadratic(alpha=0.356, length_scale=6);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;2,5081314151;1261,3925197093;452,4055562682;40,499553434;418,929456083;498,5574081224;400,3353497955;445,05506203;499,1505053102
425;GeneralCashierData_weekly;full;mean;None;;;0,8;Matern(length_scale=1, nu=1.5) * RationalQuadratic(alpha=1, length_scale=1) + ExpSineSquared(length_scale=1, periodicity=52);1,00E-05;5;True;True;False;Matern(length_scale=14.9, nu=1.5) * RationalQuadratic(alpha=0.0899, length_scale=7.11) + ExpSineSquared(length_scale=1.19, periodicity=62);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;0,0247130434;1284,3120677598;452,8921808274;41,4672185922;412,3818196393;506,6712262422;405,2263781998;445,5880219924;494,5934580635
62;GeneralCashierData_weekly;full;mean;None;;;0,8;Matern(length_scale=1, nu=1.5) + RationalQuadratic(alpha=1, length_scale=1);0,001;0;True;True;False;Matern(length_scale=8.64, nu=1.5) + RationalQuadratic(alpha=5.81e-05, length_scale=2.37e+04);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;2,5417089606;1351,43144526;453,0026276405;46,3226657361;414,1972436158;490,6677284194;397,3734396263;442,0272555102;520,7474710309
97;GeneralCashierData_weekly;full;mean;None;;;0,8;Matern(length_scale=1, nu=1.5) + ExpSineSquared(length_scale=1, periodicity=52) + WhiteKernel(noise_level=1);1,00E-05;10;True;True;False;Matern(length_scale=8.61, nu=1.5) + ExpSineSquared(length_scale=120, periodicity=41.4) + WhiteKernel(noise_level=1e-05);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;0,0509530804;1352,1516562159;453,1203034965;40,3222555624;412,2162445237;508,6986542444;408,3939263066;446,7534312494;489,5392611581
135;GeneralCashierData_weekly;full;mean;None;;;0,8;Matern(length_scale=1, nu=1.5) * ExpSineSquared(length_scale=1, periodicity=52) + RationalQuadratic(alpha=1, length_scale=1);1,00E-05;5;True;True;False;Matern(length_scale=8.75, nu=1.5) * ExpSineSquared(length_scale=3.54, periodicity=62) + RationalQuadratic(alpha=0.000163, length_scale=1e+04);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;0,0256104923;1355,4251115475;453,3760003853;46,3075211987;410,1789054224;494,7983353083;400,3440853817;443,1903506202;518,368325194
79;GeneralCashierData_weekly;full;mean;None;;;0,8;Matern(length_scale=1, nu=1.5) * ExpSineSquared(length_scale=1, periodicity=52) + RationalQuadratic(alpha=1, length_scale=1);0,001;10;True;True;False;Matern(length_scale=8.81, nu=1.5) * ExpSineSquared(length_scale=3.23, periodicity=62) + RationalQuadratic(alpha=0.000135, length_scale=1.16e+04);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;2,5580081973;1355,3139796437;453,4685602208;45,9527289226;411,9319166506;494,8723430307;400,4304248181;442,0272305115;518,0808860929
745;GeneralCashierData_weekly;full;mean;None;;;0,8;ExpSineSquared(length_scale=1, periodicity=52) * RBF(length_scale=1) + RationalQuadratic(alpha=1, length_scale=1);0,001;10;True;True;False;ExpSineSquared(length_scale=0.978, periodicity=41) * RBF(length_scale=13.1) + RationalQuadratic(alpha=5.78e-05, length_scale=2.69e+04);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;2,9477844391;1444,1424227146;454,4539077394;40,420330465;429,7596460521;500,7014180862;397,1303474439;445,0020132528;499,6761138622
910;GeneralCashierData_weekly;full;mean;None;;;0,8;31.6**2 + Matern(length_scale=1, nu=1.5) * RBF(length_scale=1);0,001;0;True;True;False;0.578**2 + Matern(length_scale=9.07, nu=1.5) * RBF(length_scale=20.1);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;2,5878077454;1372,3520658955;456,9106639497;47,0179614639;417,4329525891;507,0145742738;399,4003665833;444,4496608272;516,2557654751
859;GeneralCashierData_weekly;full;mean;None;;;0,8;31.6**2 * ExpSineSquared(length_scale=1, periodicity=52);0,001;5;True;True;False;7.58**2 * ExpSineSquared(length_scale=4.27, periodicity=42.4);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;4,1268712665;1511,8945526229;456,9212434283;35,5948945816;427,3509862647;497,4656461958;410,9490642567;451,0658017269;497,7747186975
589;GeneralCashierData_weekly;full;mean;None;;;0,8;Matern(length_scale=1, nu=1.5) + ExpSineSquared(length_scale=1, periodicity=52) * RationalQuadratic(alpha=1, length_scale=1);0,1;5;True;True;False;Matern(length_scale=20.7, nu=1.5) + ExpSineSquared(length_scale=0.911, periodicity=62) * RationalQuadratic(alpha=0.00181, length_scale=201);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;211,6153600506;1280,329821421;457,0923388053;41,064203709;415,0601917081;516,6258905163;412,3518653935;451,3766001685;490,0471462403
673;GeneralCashierData_weekly;full;mean;None;;;0,8;Matern(length_scale=1, nu=1.5) + ExpSineSquared(length_scale=1, periodicity=52) * RationalQuadratic(alpha=1, length_scale=1);0,1;10;True;True;False;Matern(length_scale=20.7, nu=1.5) + ExpSineSquared(length_scale=0.911, periodicity=62) * RationalQuadratic(alpha=0.00181, length_scale=201);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;211,6153600506;1280,329821421;457,0923388053;41,064203709;415,0601917081;516,6258905163;412,3518653935;451,3766001685;490,0471462403
488;GeneralCashierData_weekly;full;mean;None;;;0,8;Matern(length_scale=1, nu=1.5) + ExpSineSquared(length_scale=1, periodicity=52) * RBF(length_scale=1);0,1;5;True;True;False;Matern(length_scale=20.7, nu=1.5) + ExpSineSquared(length_scale=0.91, periodicity=62) * RBF(length_scale=4.99e+04);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;211,6286160433;1280,3751970053;457,3205996099;40,8324900328;416,201463808;516,6258866314;412,3517084649;451,3767418286;490,0471973164
436;GeneralCashierData_weekly;full;mean;None;;;0,8;Matern(length_scale=1, nu=1.5) + ExpSineSquared(length_scale=1, periodicity=52) * WhiteKernel(noise_level=1);0,001;10;True;True;False;Matern(length_scale=9.05, nu=1.5) + ExpSineSquared(length_scale=0.000248, periodicity=46.3) * WhiteKernel(noise_level=0.0122);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;32,888841638;1381,2571542827;457,4409566557;52,5333804007;417,6980963776;511,1175480485;388,9319177385;445,0084119749;524,4488091389
610;GeneralCashierData_weekly;full;mean;None;;;0,8;31.6**2 * WhiteKernel(noise_level=1) + Matern(length_scale=1, nu=1.5);0,001;5;True;True;False;0.00448**2 * WhiteKernel(noise_level=611) + Matern(length_scale=9.05, nu=1.5);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;32,8890258556;1381,2569935249;457,4412068612;52,5337058711;417,6980967706;511,1175534481;388,9319184538;445,0083884087;524,4500772249
406;GeneralCashierData_weekly;full;mean;None;;;0,8;Matern(length_scale=1, nu=1.5) * RBF(length_scale=1) * RationalQuadratic(alpha=1, length_scale=1);1,00E-05;0;True;True;False;Matern(length_scale=1.9e+03, nu=1.5) * RBF(length_scale=9.42) * RationalQuadratic(alpha=0.155, length_scale=6.5);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;0,025181746;1389,1586465755;457,4451324326;51,1415800667;417,8572564618;509,7416654411;390,0704450805;447,753541994;521,8027531855
437;GeneralCashierData_weekly;full;mean;None;;;0,8;Matern(length_scale=1, nu=1.5) + ExpSineSquared(length_scale=1, periodicity=52) + RBF(length_scale=1);0,1;10;True;True;False;Matern(length_scale=29.1, nu=1.5) + ExpSineSquared(length_scale=2.25, periodicity=62) + RBF(length_scale=8.41);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;216,9766613578;1270,4959296476;457,4562691998;38,6944159835;410,9467289049;513,7598017642;422,0287112031;453,3998141956;487,1462899313
461;GeneralCashierData_weekly;full;mean;None;;;0,8;Matern(length_scale=1, nu=1.5) + ExpSineSquared(length_scale=1, periodicity=52) + RBF(length_scale=1);0,1;5;True;True;False;Matern(length_scale=29.1, nu=1.5) + ExpSineSquared(length_scale=2.25, periodicity=62) + RBF(length_scale=8.41);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;216,9766613578;1270,4959296476;457,4562691998;38,6944159835;410,9467289049;513,7598017642;422,0287112031;453,3998141956;487,1462899313
783;GeneralCashierData_weekly;full;mean;None;;;0,8;Matern(length_scale=1, nu=1.5) + ExpSineSquared(length_scale=1, periodicity=52) * WhiteKernel(noise_level=1);1,00E-05;10;True;True;False;Matern(length_scale=9.05, nu=1.5) + ExpSineSquared(length_scale=0.000248, periodicity=46.3) * WhiteKernel(noise_level=0.0132);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;32,890664133;1381,2559842094;457,4667105995;52,5662536588;417,6980958684;511,1175541379;388,9319269603;445,008368215;524,5776078157
958;GeneralCashierData_weekly;full;mean;None;;;0,8;31.6**2 + Matern(length_scale=1, nu=1.5) + WhiteKernel(noise_level=1);0,001;10;True;True;False;0.559**2 + Matern(length_scale=8.95, nu=1.5) + WhiteKernel(noise_level=0.00993);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;27,1476831185;1356,4982498736;457,6024256053;50,5082793928;417,263480029;511,1152051148;394,6444178159;443,3688137732;521,6202112938
770;GeneralCashierData_weekly;full;mean;None;;;0,8;Matern(length_scale=1, nu=1.5) * ExpSineSquared(length_scale=1, periodicity=52) + RBF(length_scale=1);0,1;5;True;True;False;Matern(length_scale=9.96e+04, nu=1.5) * ExpSineSquared(length_scale=1.52, periodicity=62) + RBF(length_scale=8.32);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;218,7069281455;1303,7549803614;457,7579783589;40,5158473853;417,668423967;517,5023915404;412,4142106529;452,6429662524;488,5618993816
200;GeneralCashierData_weekly;full;mean;None;;;0,8;31.6**2 * ExpSineSquared(length_scale=1, periodicity=52);1,00E-05;5;True;True;False;1.21**2 * ExpSineSquared(length_scale=0.968, periodicity=42.5);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;0,0299189798;1442,4188931047;458,0404373175;36,5943930107;427,7855275257;501,159880969;410,9959576546;451,4261426977;498,8346777407
936;GeneralCashierData_weekly;full;mean;None;;;0,8;31.6**2 * ExpSineSquared(length_scale=1, periodicity=52);1,00E-05;10;True;True;False;1.21**2 * ExpSineSquared(length_scale=0.968, periodicity=42.5);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;0,0299189798;1442,4188931047;458,0404373175;36,5943930107;427,7855275257;501,159880969;410,9959576546;451,4261426977;498,8346777407
74;GeneralCashierData_weekly;full;mean;None;;;0,8;RBF(length_scale=1) + RationalQuadratic(alpha=1, length_scale=1);0,1;0;True;True;False;RBF(length_scale=7.87) + RationalQuadratic(alpha=0.000135, length_scale=1.2e+04);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;222,0250728033;1351,5259610196;458,1009940557;41,1970272959;413,1374046296;516,4851118458;416,5829412556;450,5041844648;493,7953280825
15;GeneralCashierData_weekly;full;mean;None;;;0,8;ExpSineSquared(length_scale=1, periodicity=52) * RBF(length_scale=1) + RationalQuadratic(alpha=1, length_scale=1);1,00E-05;10;True;True;False;ExpSineSquared(length_scale=0.97, periodicity=41) * RBF(length_scale=13.3) + RationalQuadratic(alpha=5.72e-05, length_scale=2.64e+04);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;0,0295783195;1445,9462327089;458,1026605843;35,8193051284;430,2436245504;500,7889351538;414,5306122632;445,0413842228;499,9087467314
389;GeneralCashierData_weekly;full;mean;None;;;0,8;ExpSineSquared(length_scale=1, periodicity=52) * RBF(length_scale=1) + RationalQuadratic(alpha=1, length_scale=1);1,00E-05;0;True;True;False;ExpSineSquared(length_scale=0.97, periodicity=41) * RBF(length_scale=13.3) + RationalQuadratic(alpha=5.72e-05, length_scale=2.64e+04);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;0,0295783195;1445,9462327089;458,1026605843;35,8193051284;430,2436245504;500,7889351538;414,5306122632;445,0413842228;499,9087467314
66;GeneralCashierData_weekly;full;mean;None;;;0,8;31.6**2 + ExpSineSquared(length_scale=1, periodicity=52) + RBF(length_scale=1);0,1;0;True;True;False;0.00846**2 + ExpSineSquared(length_scale=0.926, periodicity=56.3) + RBF(length_scale=15.6);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;213,801568521;1276,212322858;458,1029957212;39,9366062192;413,7620609981;517,5024267577;419,1470002672;451,6515161142;488,4519744691
867;GeneralCashierData_weekly;full;mean;None;;;0,8;31.6**2 * ExpSineSquared(length_scale=1, periodicity=52) + Matern(length_scale=1, nu=1.5);1,00E-05;5;True;True;False;0.561**2 * ExpSineSquared(length_scale=3.21e+04, periodicity=55.5) + Matern(length_scale=8.61, nu=1.5);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;0,0254744657;1364,5262857788;458,1654357809;50,2164796106;417,6980953676;511,1175453152;395,2813261265;445,0083298011;521,721882294
1875;GeneralCashierData_weekly;full;mean;pca;;;0,8;Matern(length_scale=1, nu=1.5) + RBF(length_scale=1) + RationalQuadratic(alpha=1, length_scale=1);0,001;10;False;True;False;Matern(length_scale=7.92, nu=1.5) + RBF(length_scale=21.7) + RationalQuadratic(alpha=1.76e+03, length_scale=21.7);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;2,6304026262;1274,9512662405;458,3121428288;56,6995159056;418,9103249185;496,7695518385;372,7656185941;470,0603762535;533,0548425394
339;GeneralCashierData_weekly;full;mean;None;;;0,8;ExpSineSquared(length_scale=1, periodicity=52) + RationalQuadratic(alpha=1, length_scale=1) + WhiteKernel(noise_level=1);0,001;0;True;True;False;ExpSineSquared(length_scale=1.23, periodicity=62) + RationalQuadratic(alpha=0.635, length_scale=7.15) + WhiteKernel(noise_level=0.0329);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;83,7887102982;1293,8562852166;458,8305157047;44,8214356679;411,6824441811;522,584808886;412,8602741534;448,8866349185;498,1384163846
222;GeneralCashierData_weekly;full;mean;None;;;0,8;31.6**2 * Matern(length_scale=1, nu=1.5);0,1;5;True;True;False;1.75**2 * Matern(length_scale=20.1, nu=1.5);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;206,6801185879;1220,5995616819;458,8525374491;42,878337908;412,8711681303;517,9640740807;412,1473235501;455,154940052;496,1251814324
791;GeneralCashierData_weekly;full;mean;None;;;0,8;RBF(length_scale=1) + RationalQuadratic(alpha=1, length_scale=1) + WhiteKernel(noise_level=1);0,1;0;True;True;False;RBF(length_scale=8.01) + RationalQuadratic(alpha=1e+05, length_scale=17.3) + WhiteKernel(noise_level=1e-05);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;216,7299738548;1289,0263564446;458,9731293438;41,0738029961;413,1390654007;516,4905441651;416,5864102703;454,8531715683;493,7964553147
143;GeneralCashierData_weekly;full;mean;None;;;0,8;Matern(length_scale=1, nu=1.5) * ExpSineSquared(length_scale=1, periodicity=52) + RationalQuadratic(alpha=1, length_scale=1);0,1;10;True;True;False;Matern(length_scale=61.7, nu=1.5) * ExpSineSquared(length_scale=0.817, periodicity=62) + RationalQuadratic(alpha=3.21e-05, length_scale=3.73e+04);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;215,3672190997;1344,2383450351;459,0271598542;42,524006856;418,3082834998;511,607089291;412,3790623153;446,1084263985;506,7329377665
911;GeneralCashierData_weekly;full;mean;None;;;0,8;Matern(length_scale=1, nu=1.5) + RBF(length_scale=1) + WhiteKernel(noise_level=1);0,1;0;True;True;False;Matern(length_scale=20.8, nu=1.5) + RBF(length_scale=8.8) + WhiteKernel(noise_level=1e-05);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;215,1840148554;1286,5410780014;459,0522984597;40,1506405238;416,20370085;514,8834229732;418,7486101191;449,1582335024;496,267524854
239;GeneralCashierData_weekly;full;mean;None;;;0,8;31.6**2 * RationalQuadratic(alpha=1, length_scale=1) + RBF(length_scale=1);0,1;10;True;True;False;1.28**2 * RationalQuadratic(alpha=3.21e+04, length_scale=20.8) + RBF(length_scale=7.99);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;216,245259938;1264,3018163727;459,0658005656;37,3442974649;416,4271997616;518,0699860093;424,5441779847;455,5566176062;480,731021466
372;GeneralCashierData_weekly;full;mean;None;;;0,8;31.6**2 + ExpSineSquared(length_scale=1, periodicity=52) + WhiteKernel(noise_level=1);1,00E-05;0;True;True;False;0.57**2 + ExpSineSquared(length_scale=0.727, periodicity=62) + WhiteKernel(noise_level=0.0643);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;155,9290266245;1383,2017610285;459,204214318;42,2142512596;420,2284104066;513,8439714283;412,4347696694;445,3083442221;504,2055758637
121;GeneralCashierData_weekly;full;mean;None;;;0,8;31.6**2 * ExpSineSquared(length_scale=1, periodicity=52) + Matern(length_scale=1, nu=1.5);0,1;10;True;True;False;1.39**2 * ExpSineSquared(length_scale=1.02, periodicity=62) + Matern(length_scale=4.99e+04, nu=1.5);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;218,5243032447;1281,7898054101;459,2734119533;36,4448141974;414,9797363653;516,5388515689;428,2948789369;456,4854698603;480,0681230353
951;GeneralCashierData_weekly;full;mean;None;;;0,8;31.6**2 + RationalQuadratic(alpha=1, length_scale=1);0,001;5;True;True;False;0.496**2 + RationalQuadratic(alpha=1.25, length_scale=5.8);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;2,7141963018;1398,7501649458;459,5095512485;48,7635953576;419,3990584793;499,3908249741;400,9033876678;446,9475450695;530,9069400518
