;dataset;featureset;imputation;dim_reduction;init_train_len;test_len;split_perc;kernel;alpha;n_restarts_optimizer;standardize;normalize_y;one_step_ahead;optimized_kernel;RMSE_Train_RW;RMSE_Test_RW;RMSE_Train_seasRW;RMSE_Test_seasRW;RMSE_Train_HA;RMSE_Test_HA;RMSE_Train;RMSE_Test;shuf_cv_rmse_mean;shuf_cv_rmse_std;shuf_cv_rmse_0;shuf_cv_rmse_1;shuf_cv_rmse_2;shuf_cv_rmse_3;shuf_cv_rmse_4
826;GeneralCashierData_weekly;full;mean;None;;;0,8;Matern(length_scale=1, nu=1.5) * WhiteKernel(noise_level=1);0,1;0;False;False;False;Matern(length_scale=1, nu=1.5) * WhiteKernel(noise_level=1e+05);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;1546,9204390742;2948,7561472689;1450,8817148692;156,9288183679;1241,8282799163;1571,4357703178;1284,1609889097;1530,8881981968;1626,0953370056
844;GeneralCashierData_weekly;full;mean;None;;;0,8;Matern(length_scale=1, nu=1.5) * ExpSineSquared(length_scale=1, periodicity=52) * RationalQuadratic(alpha=1, length_scale=1);1000;5;False;False;False;Matern(length_scale=1, nu=1.5) * ExpSineSquared(length_scale=1, periodicity=52) * RationalQuadratic(alpha=1, length_scale=1);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;1545,3750640102;2948,7561472689;1450,8817148692;156,9288183679;1241,8282799163;1571,4357703178;1284,1609889097;1530,8881981968;1626,0953370056
845;GeneralCashierData_weekly;full;mean;None;;;0,8;31.6**2 * WhiteKernel(noise_level=1);1,00E-05;0;False;False;False;96.1**2 * WhiteKernel(noise_level=259);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;1546,9204390742;2948,7561472689;1450,8817148692;156,9288183679;1241,8282799163;1571,4357703178;1284,1609889097;1530,8881981968;1626,0953370056
849;GeneralCashierData_weekly;full;mean;None;;;0,8;31.6**2 * RationalQuadratic(alpha=1, length_scale=1) * WhiteKernel(noise_level=1);1;5;False;False;False;147**2 * RationalQuadratic(alpha=0.00133, length_scale=0.000658) * WhiteKernel(noise_level=111);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;1546,9204390742;2948,7561472689;1450,8817148692;156,9288183679;1241,8282799163;1571,4357703178;1284,1609889097;1530,8881981968;1626,0953370056
857;GeneralCashierData_weekly;full;mean;None;;;0,8;ExpSineSquared(length_scale=1, periodicity=52) * WhiteKernel(noise_level=1);1000;0;False;False;False;ExpSineSquared(length_scale=1, periodicity=52) * WhiteKernel(noise_level=1e+05);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;1546,9204390742;2948,7561472689;1450,8817148692;156,9288183679;1241,8282799163;1571,4357703178;1284,1609889097;1530,8881981968;1626,0953370056
858;GeneralCashierData_weekly;full;mean;None;;;0,8;31.6**2 * WhiteKernel(noise_level=1);1;5;False;False;False;30**2 * WhiteKernel(noise_level=2.67e+03);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;1546,9204390742;2948,7561472689;1450,8817148692;156,9288183679;1241,8282799163;1571,4357703178;1284,1609889097;1530,8881981968;1626,0953370056
862;GeneralCashierData_weekly;full;mean;None;;;0,8;ExpSineSquared(length_scale=1, periodicity=52) * WhiteKernel(noise_level=1);0,001;5;True;False;False;ExpSineSquared(length_scale=1, periodicity=52) * WhiteKernel(noise_level=1e+05);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;1546,9204390742;2948,7561472689;1450,8817148692;156,9288183679;1241,8282799163;1571,4357703178;1284,1609889097;1530,8881981968;1626,0953370056
863;GeneralCashierData_weekly;full;mean;None;;;0,8;RBF(length_scale=1) * RationalQuadratic(alpha=1, length_scale=1) + WhiteKernel(noise_level=1);0,1;10;False;False;False;RBF(length_scale=1) * RationalQuadratic(alpha=1, length_scale=1) + WhiteKernel(noise_level=1e+05);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;1546,90497004;2948,7561472689;1450,8817148692;156,9288183679;1241,8282799163;1571,4357703178;1284,1609889097;1530,8881981968;1626,0953370056
874;GeneralCashierData_weekly;full;mean;None;;;0,8;Matern(length_scale=1, nu=1.5) * RationalQuadratic(alpha=1, length_scale=1) * WhiteKernel(noise_level=1);1000;10;False;False;False;Matern(length_scale=1, nu=1.5) * RationalQuadratic(alpha=1, length_scale=1) * WhiteKernel(noise_level=1e+05);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;1546,9204390742;2948,7561472689;1450,8817148692;156,9288183679;1241,8282799163;1571,4357703178;1284,1609889097;1530,8881981968;1626,0953370056
881;GeneralCashierData_weekly;full;mean;None;;;0,8;ExpSineSquared(length_scale=1, periodicity=52) * RBF(length_scale=1) * RationalQuadratic(alpha=1, length_scale=1);1;5;False;False;False;ExpSineSquared(length_scale=1.61e-05, periodicity=61.2) * RBF(length_scale=2.11e+03) * RationalQuadratic(alpha=0.00133, length_scale=0.000658);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;773,3050243701;2948,7561472689;1450,8817148692;156,9288183679;1241,8282799163;1571,4357703178;1284,1609889097;1530,8881981967;1626,0953370055
898;GeneralCashierData_weekly;full;mean;None;;;0,8;31.6**2 * ExpSineSquared(length_scale=1, periodicity=52) + RBF(length_scale=1);1;0;True;False;False;316**2 * ExpSineSquared(length_scale=1e-05, periodicity=41) + RBF(length_scale=1e-05);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;0,015468895;2948,7561472689;1450,8817148692;156,9288183679;1241,8282799163;1571,4357703178;1284,1609889097;1530,8881981968;1626,0953370056
900;GeneralCashierData_weekly;full;mean;None;;;0,8;Matern(length_scale=1, nu=1.5) * WhiteKernel(noise_level=1);0,1;10;True;False;False;Matern(length_scale=1, nu=1.5) * WhiteKernel(noise_level=1e+05);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;1546,9204390742;2948,7561472689;1450,8817148692;156,9288183679;1241,8282799163;1571,4357703178;1284,1609889097;1530,8881981968;1626,0953370056
923;GeneralCashierData_weekly;full;mean;None;;;0,8;Matern(length_scale=1, nu=1.5) * RBF(length_scale=1);0,1;5;False;False;False;Matern(length_scale=1, nu=1.5) * RBF(length_scale=1);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;140,6291308249;2948,7561472689;1450,8817148692;156,9288183679;1241,8282799163;1571,4357703178;1284,1609889097;1530,8881981968;1626,0953370056
940;GeneralCashierData_weekly;full;mean;None;;;0,8;RBF(length_scale=1) * WhiteKernel(noise_level=1);10;5;True;False;False;RBF(length_scale=1) * WhiteKernel(noise_level=1e+05);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;1546,9204390742;2948,7561472689;1450,8817148692;156,9288183679;1241,8282799163;1571,4357703178;1284,1609889097;1530,8881981968;1626,0953370056
952;GeneralCashierData_weekly;full;mean;None;;;0,8;31.6**2 * ExpSineSquared(length_scale=1, periodicity=52) * WhiteKernel(noise_level=1);0,001;0;True;False;False;96.1**2 * ExpSineSquared(length_scale=1, periodicity=52) * WhiteKernel(noise_level=259);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;1546,9204390742;2948,7561472689;1450,8817148692;156,9288183679;1241,8282799163;1571,4357703178;1284,1609889097;1530,8881981968;1626,0953370056
969;GeneralCashierData_weekly;full;mean;None;;;0,8;RBF(length_scale=1) * RationalQuadratic(alpha=1, length_scale=1) * WhiteKernel(noise_level=1);0,001;0;False;False;False;RBF(length_scale=1) * RationalQuadratic(alpha=1, length_scale=1) * WhiteKernel(noise_level=1e+05);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;1546,9204390742;2948,7561472689;1450,8817148692;156,9288183679;1241,8282799163;1571,4357703178;1284,1609889097;1530,8881981968;1626,0953370056
970;GeneralCashierData_weekly;full;mean;None;;;0,8;Matern(length_scale=1, nu=1.5) * RBF(length_scale=1) + WhiteKernel(noise_level=1);1000;5;False;False;False;Matern(length_scale=1, nu=1.5) * RBF(length_scale=1) + WhiteKernel(noise_level=1e+05);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;1546,9051231819;2948,7561472689;1450,8817148692;156,9288183679;1241,8282799163;1571,4357703178;1284,1609889097;1530,8881981968;1626,0953370056
1000;GeneralCashierData_weekly;full;mean;pca;;;0,8;31.6**2 * ExpSineSquared(length_scale=1, periodicity=52) * WhiteKernel(noise_level=1);0,001;10;True;False;False;6.55**2 * ExpSineSquared(length_scale=120, periodicity=41.4) * WhiteKernel(noise_level=5.57e+04);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;1546,9204390742;2948,7561472689;1450,8817148692;156,9288183679;1241,8282799163;1571,4357703178;1284,1609889097;1530,8881981968;1626,0953370056
1014;GeneralCashierData_weekly;full;mean;pca;;;0,8;31.6**2 * ExpSineSquared(length_scale=1, periodicity=52) * WhiteKernel(noise_level=1);0,1;5;True;False;False;6.55**2 * ExpSineSquared(length_scale=120, periodicity=41.4) * WhiteKernel(noise_level=5.57e+04);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;1546,9204390742;2948,7561472689;1450,8817148692;156,9288183679;1241,8282799163;1571,4357703178;1284,1609889097;1530,8881981968;1626,0953370056
1020;GeneralCashierData_weekly;full;mean;pca;;;0,8;ExpSineSquared(length_scale=1, periodicity=52) * WhiteKernel(noise_level=1);0,1;10;True;False;False;ExpSineSquared(length_scale=1, periodicity=52) * WhiteKernel(noise_level=1e+05);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;1546,9204390742;2948,7561472689;1450,8817148692;156,9288183679;1241,8282799163;1571,4357703178;1284,1609889097;1530,8881981968;1626,0953370056
1023;GeneralCashierData_weekly;full;mean;pca;;;0,8;31.6**2 * RBF(length_scale=1) * RationalQuadratic(alpha=1, length_scale=1);1000;0;True;False;False;316**2 * RBF(length_scale=1e-05) * RationalQuadratic(alpha=1.82e+04, length_scale=1e-05);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;15,3160439512;2948,7561472689;1450,8817148692;156,9288183679;1241,8282799163;1571,4357703178;1284,1609889097;1530,8881981968;1626,0953370056
1038;GeneralCashierData_weekly;full;mean;pca;;;0,8;31.6**2 * ExpSineSquared(length_scale=1, periodicity=52) * WhiteKernel(noise_level=1);0,1;10;False;False;False;6.55**2 * ExpSineSquared(length_scale=120, periodicity=41.4) * WhiteKernel(noise_level=5.57e+04);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;1546,9204390742;2948,7561472689;1450,8817148692;156,9288183679;1241,8282799163;1571,4357703178;1284,1609889097;1530,8881981968;1626,0953370056
1049;GeneralCashierData_weekly;full;mean;pca;;;0,8;ExpSineSquared(length_scale=1, periodicity=52) * RationalQuadratic(alpha=1, length_scale=1) * WhiteKernel(noise_level=1);1;10;True;False;False;ExpSineSquared(length_scale=1, periodicity=52) * RationalQuadratic(alpha=1, length_scale=1) * WhiteKernel(noise_level=1e+05);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;1546,9204390742;2948,7561472689;1450,8817148692;156,9288183679;1241,8282799163;1571,4357703178;1284,1609889097;1530,8881981968;1626,0953370056
1055;GeneralCashierData_weekly;full;mean;pca;;;0,8;31.6**2 * ExpSineSquared(length_scale=1, periodicity=52) + RationalQuadratic(alpha=1, length_scale=1);1;0;True;False;False;316**2 * ExpSineSquared(length_scale=1e-05, periodicity=41) + RationalQuadratic(alpha=1e+05, length_scale=1e-05);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;0,015468895;2948,7561472689;1450,8817148692;156,9288183679;1241,8282799163;1571,4357703178;1284,1609889097;1530,8881981968;1626,0953370056
1072;GeneralCashierData_weekly;full;mean;pca;;;0,8;ExpSineSquared(length_scale=1, periodicity=52) * RationalQuadratic(alpha=1, length_scale=1) * WhiteKernel(noise_level=1);0,1;0;False;False;False;ExpSineSquared(length_scale=1, periodicity=52) * RationalQuadratic(alpha=1, length_scale=1) * WhiteKernel(noise_level=1e+05);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;1546,9204390742;2948,7561472689;1450,8817148692;156,9288183679;1241,8282799163;1571,4357703178;1284,1609889097;1530,8881981968;1626,0953370056
1093;GeneralCashierData_weekly;full;mean;pca;;;0,8;31.6**2 * ExpSineSquared(length_scale=1, periodicity=52) * WhiteKernel(noise_level=1);1,00E-05;10;False;False;False;96.1**2 * ExpSineSquared(length_scale=1, periodicity=52) * WhiteKernel(noise_level=259);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;1546,9204390742;2948,7561472689;1450,8817148692;156,9288183679;1241,8282799163;1571,4357703178;1284,1609889097;1530,8881981968;1626,0953370056
1100;GeneralCashierData_weekly;full;mean;pca;;;0,8;ExpSineSquared(length_scale=1, periodicity=52) * WhiteKernel(noise_level=1);0,001;0;True;False;False;ExpSineSquared(length_scale=1, periodicity=52) * WhiteKernel(noise_level=1e+05);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;1546,9204390742;2948,7561472689;1450,8817148692;156,9288183679;1241,8282799163;1571,4357703178;1284,1609889097;1530,8881981968;1626,0953370056
1101;GeneralCashierData_weekly;full;mean;pca;;;0,8;31.6**2 * ExpSineSquared(length_scale=1, periodicity=52) + Matern(length_scale=1, nu=1.5);1;5;True;False;False;316**2 * ExpSineSquared(length_scale=1e-05, periodicity=41) + Matern(length_scale=1e-05, nu=1.5);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;0,015468895;2948,7561472689;1450,8817148692;156,9288183679;1241,8282799163;1571,4357703178;1284,1609889097;1530,8881981968;1626,0953370056
1104;GeneralCashierData_weekly;full;mean;pca;;;0,8;Matern(length_scale=1, nu=1.5) * RationalQuadratic(alpha=1, length_scale=1) * WhiteKernel(noise_level=1);1000;10;False;False;False;Matern(length_scale=1, nu=1.5) * RationalQuadratic(alpha=1, length_scale=1) * WhiteKernel(noise_level=1e+05);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;1546,9204390742;2948,7561472689;1450,8817148692;156,9288183679;1241,8282799163;1571,4357703178;1284,1609889097;1530,8881981968;1626,0953370056
1117;GeneralCashierData_weekly;full;mean;pca;;;0,8;Matern(length_scale=1, nu=1.5) * ExpSineSquared(length_scale=1, periodicity=52) * WhiteKernel(noise_level=1);0,001;10;False;False;False;Matern(length_scale=1, nu=1.5) * ExpSineSquared(length_scale=1, periodicity=52) * WhiteKernel(noise_level=1e+05);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;1546,9204390742;2948,7561472689;1450,8817148692;156,9288183679;1241,8282799163;1571,4357703178;1284,1609889097;1530,8881981968;1626,0953370056
1120;GeneralCashierData_weekly;full;mean;pca;;;0,8;31.6**2 * ExpSineSquared(length_scale=1, periodicity=52) * WhiteKernel(noise_level=1);0,1;10;True;False;False;6.55**2 * ExpSineSquared(length_scale=120, periodicity=41.4) * WhiteKernel(noise_level=5.57e+04);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;1546,9204390742;2948,7561472689;1450,8817148692;156,9288183679;1241,8282799163;1571,4357703178;1284,1609889097;1530,8881981968;1626,0953370056
1147;GeneralCashierData_weekly;full;mean;pca;;;0,8;31.6**2 * ExpSineSquared(length_scale=1, periodicity=52) * WhiteKernel(noise_level=1);0,1;5;False;False;False;6.55**2 * ExpSineSquared(length_scale=120, periodicity=41.4) * WhiteKernel(noise_level=5.57e+04);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;1546,9204390742;2948,7561472689;1450,8817148692;156,9288183679;1241,8282799163;1571,4357703178;1284,1609889097;1530,8881981968;1626,0953370056
1152;GeneralCashierData_weekly;full;mean;pca;;;0,8;31.6**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1);1;0;True;False;False;96.1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=259);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;1546,9204390742;2948,7561472689;1450,8817148692;156,9288183679;1241,8282799163;1571,4357703178;1284,1609889097;1530,8881981968;1626,0953370056
1153;GeneralCashierData_weekly;full;mean;pca;;;0,8;ExpSineSquared(length_scale=1, periodicity=52) * RBF(length_scale=1) * WhiteKernel(noise_level=1);0,1;10;False;False;False;ExpSineSquared(length_scale=1, periodicity=52) * RBF(length_scale=1) * WhiteKernel(noise_level=1e+05);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;1546,9204390742;2948,7561472689;1450,8817148692;156,9288183679;1241,8282799163;1571,4357703178;1284,1609889097;1530,8881981968;1626,0953370056
1170;GeneralCashierData_weekly;full;mean;pca;;;0,8;ExpSineSquared(length_scale=1, periodicity=52) * WhiteKernel(noise_level=1);10;10;True;False;False;ExpSineSquared(length_scale=1, periodicity=52) * WhiteKernel(noise_level=1e+05);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;1546,9204390742;2948,7561472689;1450,8817148692;156,9288183679;1241,8282799163;1571,4357703178;1284,1609889097;1530,8881981968;1626,0953370056
1180;GeneralCashierData_weekly;full;mean;pca;;;0,8;ExpSineSquared(length_scale=1, periodicity=52) * RBF(length_scale=1) * WhiteKernel(noise_level=1);1;10;True;False;False;ExpSineSquared(length_scale=1, periodicity=52) * RBF(length_scale=1) * WhiteKernel(noise_level=1e+05);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;1546,9204390742;2948,7561472689;1450,8817148692;156,9288183679;1241,8282799163;1571,4357703178;1284,1609889097;1530,8881981968;1626,0953370056
1196;GeneralCashierData_weekly;full;mean;pca;;;0,8;RationalQuadratic(alpha=1, length_scale=1) * WhiteKernel(noise_level=1);10;5;True;False;False;RationalQuadratic(alpha=1, length_scale=1) * WhiteKernel(noise_level=1e+05);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;1546,9204390742;2948,7561472689;1450,8817148692;156,9288183679;1241,8282799163;1571,4357703178;1284,1609889097;1530,8881981968;1626,0953370056
1197;GeneralCashierData_weekly;full;mean;pca;;;0,8;31.6**2 * RationalQuadratic(alpha=1, length_scale=1) * WhiteKernel(noise_level=1);0,1;10;True;False;False;6.55**2 * RationalQuadratic(alpha=120, length_scale=1.61e-05) * WhiteKernel(noise_level=5.57e+04);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;1546,9204390742;2948,7561472689;1450,8817148692;156,9288183679;1241,8282799163;1571,4357703178;1284,1609889097;1530,8881981968;1626,0953370056
1214;GeneralCashierData_weekly;full;mean;pca;;;0,8;RationalQuadratic(alpha=1, length_scale=1) * WhiteKernel(noise_level=1);0,1;10;True;False;False;RationalQuadratic(alpha=1, length_scale=1) * WhiteKernel(noise_level=1e+05);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;1546,9204390742;2948,7561472689;1450,8817148692;156,9288183679;1241,8282799163;1571,4357703178;1284,1609889097;1530,8881981968;1626,0953370056
1231;GeneralCashierData_weekly;full;mean;pca;;;0,8;WhiteKernel(noise_level=1);1000;0;False;False;False;WhiteKernel(noise_level=1e+05);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;1546,9204390742;2948,7561472689;1450,8817148692;156,9288183679;1241,8282799163;1571,4357703178;1284,1609889097;1530,8881981968;1626,0953370056
1254;GeneralCashierData_weekly;full;mean;pca;;;0,8;31.6**2 * WhiteKernel(noise_level=1);1;0;True;False;False;96.1**2 * WhiteKernel(noise_level=259);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;1546,9204390742;2948,7561472689;1450,8817148692;156,9288183679;1241,8282799163;1571,4357703178;1284,1609889097;1530,8881981968;1626,0953370056
1262;GeneralCashierData_weekly;full;mean;pca;;;0,8;Matern(length_scale=1, nu=1.5) * ExpSineSquared(length_scale=1, periodicity=52) * WhiteKernel(noise_level=1);10;0;True;False;False;Matern(length_scale=1, nu=1.5) * ExpSineSquared(length_scale=1, periodicity=52) * WhiteKernel(noise_level=1e+05);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;1546,9204390742;2948,7561472689;1450,8817148692;156,9288183679;1241,8282799163;1571,4357703178;1284,1609889097;1530,8881981968;1626,0953370056
1265;GeneralCashierData_weekly;full;mean;pca;;;0,8;31.6**2 * ExpSineSquared(length_scale=1, periodicity=52);10;0;False;False;False;316**2 * ExpSineSquared(length_scale=1e-05, periodicity=41);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;0,1546765762;2948,7561472689;1450,8817148692;156,9288183679;1241,8282799163;1571,4357703178;1284,1609889097;1530,8881981968;1626,0953370056
1280;GeneralCashierData_weekly;full;mean;pca;;;0,8;31.6**2 * ExpSineSquared(length_scale=1, periodicity=52) * WhiteKernel(noise_level=1);0,001;0;True;False;False;96.1**2 * ExpSineSquared(length_scale=1, periodicity=52) * WhiteKernel(noise_level=259);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;1546,9204390742;2948,7561472689;1450,8817148692;156,9288183679;1241,8282799163;1571,4357703178;1284,1609889097;1530,8881981968;1626,0953370056
1295;GeneralCashierData_weekly;full;mean;pca;;;0,8;RBF(length_scale=1) * RationalQuadratic(alpha=1, length_scale=1) * WhiteKernel(noise_level=1);1;0;False;False;False;RBF(length_scale=1) * RationalQuadratic(alpha=1, length_scale=1) * WhiteKernel(noise_level=1e+05);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;1546,9204390742;2948,7561472689;1450,8817148692;156,9288183679;1241,8282799163;1571,4357703178;1284,1609889097;1530,8881981968;1626,0953370056
1300;GeneralCashierData_weekly;full;mean;pca;;;0,8;31.6**2 * ExpSineSquared(length_scale=1, periodicity=52) * WhiteKernel(noise_level=1);10;0;False;False;False;96.1**2 * ExpSineSquared(length_scale=1, periodicity=52) * WhiteKernel(noise_level=259);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;1546,9204390742;2948,7561472689;1450,8817148692;156,9288183679;1241,8282799163;1571,4357703178;1284,1609889097;1530,8881981968;1626,0953370056
1336;GeneralCashierData_weekly;full;mean;pca;;;0,8;31.6**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1);1000;10;False;False;False;17.1**2 * RBF(length_scale=3.21e+04) * WhiteKernel(noise_level=8.2e+03);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;1546,9204390742;2948,7561472689;1450,8817148692;156,9288183679;1241,8282799163;1571,4357703178;1284,1609889097;1530,8881981968;1626,0953370056
1339;GeneralCashierData_weekly;full;mean;pca;;;0,8;31.6**2 * RationalQuadratic(alpha=1, length_scale=1) * WhiteKernel(noise_level=1);1,00E-05;5;True;False;False;96.1**2 * RationalQuadratic(alpha=1, length_scale=1) * WhiteKernel(noise_level=259);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;1546,9204390742;2948,7561472689;1450,8817148692;156,9288183679;1241,8282799163;1571,4357703178;1284,1609889097;1530,8881981968;1626,0953370056
1347;GeneralCashierData_weekly;full;mean;pca;;;0,8;Matern(length_scale=1, nu=1.5) * WhiteKernel(noise_level=1);10;5;False;False;False;Matern(length_scale=1, nu=1.5) * WhiteKernel(noise_level=1e+05);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;1546,9204390742;2948,7561472689;1450,8817148692;156,9288183679;1241,8282799163;1571,4357703178;1284,1609889097;1530,8881981968;1626,0953370056
1385;GeneralCashierData_weekly;full;mean;pca;;;0,8;Matern(length_scale=1, nu=1.5) * WhiteKernel(noise_level=1);0,1;5;True;False;False;Matern(length_scale=1, nu=1.5) * WhiteKernel(noise_level=1e+05);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;1546,9204390742;2948,7561472689;1450,8817148692;156,9288183679;1241,8282799163;1571,4357703178;1284,1609889097;1530,8881981968;1626,0953370056
1386;GeneralCashierData_weekly;full;mean;pca;;;0,8;31.6**2 * ExpSineSquared(length_scale=1, periodicity=52);10;10;True;False;False;316**2 * ExpSineSquared(length_scale=1e-05, periodicity=41);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;0,1546765762;2948,7561472689;1450,8817148692;156,9288183679;1241,8282799163;1571,4357703178;1284,1609889097;1530,8881981968;1626,0953370056
1387;GeneralCashierData_weekly;full;mean;pca;;;0,8;Matern(length_scale=1, nu=1.5) * RBF(length_scale=1) * WhiteKernel(noise_level=1);1000;5;True;False;False;Matern(length_scale=1, nu=1.5) * RBF(length_scale=1) * WhiteKernel(noise_level=1e+05);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;1546,9204390742;2948,7561472689;1450,8817148692;156,9288183679;1241,8282799163;1571,4357703178;1284,1609889097;1530,8881981968;1626,0953370056
1394;GeneralCashierData_weekly;full;mean;pca;;;0,8;ExpSineSquared(length_scale=1, periodicity=52) * WhiteKernel(noise_level=1);0,1;0;True;False;False;ExpSineSquared(length_scale=1, periodicity=52) * WhiteKernel(noise_level=1e+05);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;1546,9204390742;2948,7561472689;1450,8817148692;156,9288183679;1241,8282799163;1571,4357703178;1284,1609889097;1530,8881981968;1626,0953370056
1414;GeneralCashierData_weekly;full;mean;pca;;;0,8;31.6**2 * RBF(length_scale=1) * WhiteKernel(noise_level=1);0,1;0;True;False;False;96.1**2 * RBF(length_scale=1) * WhiteKernel(noise_level=259);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;1546,9204390742;2948,7561472689;1450,8817148692;156,9288183679;1241,8282799163;1571,4357703178;1284,1609889097;1530,8881981968;1626,0953370056
1418;GeneralCashierData_weekly;full;mean;pca;;;0,8;31.6**2 * ExpSineSquared(length_scale=1, periodicity=52) + WhiteKernel(noise_level=1);1;0;True;False;False;316**2 * ExpSineSquared(length_scale=1e-05, periodicity=41) + WhiteKernel(noise_level=1e+05);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;773,4640868189;2948,7561472689;1450,8817148692;156,9288183679;1241,8282799163;1571,4357703178;1284,1609889097;1530,8881981968;1626,0953370056
